Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2018/2019;54;Muggiano;21;18;3;
2018/2019;55;Baggio - Q.re degli Olmi - Q.re Valsesia;647;419;219;9
2018/2019;56;Forze Armate;612;457;151;4
2018/2019;57;San Siro;225;150;73;2
2018/2019;58;De Angeli - Monte Rosa;293;277;15;1
2018/2019;59;Tre Torri;;;;
2018/2019;60;Stadio - Ippodromi;757;466;289;2
2018/2019;61;Quarto Cagnino;240;196;43;1
2018/2019;62;Quinto Romano;69;49;20;
2018/2019;63;Figino;73;44;29;
2018/2019;64;Trenno;79;74;5;
2018/2019;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;536;427;107;2
2018/2019;66;QT 8;205;170;34;1
2018/2019;67;Portello;371;345;26;
2018/2019;68;Pagano;484;442;41;1
2018/2019;69;Sarpi;716;603;112;1
2018/2019;70;Ghisolfa;;;;
2018/2019;71;Villapizzone - Cagnola - Boldinasco;1110;668;437;5
2018/2019;72;Maggiore - Musocco - Certosa;186;121;63;2
2018/2019;73;Cascina Merlata;;;;
2018/2019;74;Roserio;;;;
2018/2019;75;Stephenson;;;;
2018/2019;76;Quarto Oggiaro - Vialba - Musocco;554;352;201;1
2018/2019;77;Bovisa;369;219;149;1
2018/2019;78;Farini;;;;
2018/2019;79;Dergano;445;283;156;6
2018/2019;80;Affori;543;327;213;3
2018/2019;81;Bovisasca;247;123;124;
2018/2019;82;Comasina;250;162;87;1
2018/2019;83;Bruzzano;300;205;93;2
2018/2019;84;Parco Nord;51;46;4;1
2018/2019;85;Parco delle Abbazie;;;;
2018/2019;86;Parco dei Navigli;;;;
2018/2019;87;Assiano;;;;
2018/2019;88;Parco Bosco in citta';;;;
2019/2020;1;Duomo;255;213;41;1
2019/2020;10;Stazione Centrale - Ponte Seveso;316;274;41;1
2019/2020;11;Isola;464;394;69;1
2019/2020;12;Maciachini - Maggiolina;699;551;146;2
2019/2020;13;Greco - Segnano;267;195;70;2
2019/2020;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1122;850;261;11
2019/2020;15;Bicocca;;;;
2019/2020;16;Gorla - Precotto;826;580;242;4
2019/2020;17;Adriano;337;237;100;
2019/2020;18;Cimiano - Rottole - Q.re Feltre;653;453;191;9
2019/2020;19;Padova - Turro - Crescenzago;593;336;255;2
2019/2020;2;Brera;565;516;46;3
2019/2020;20;Loreto - Casoretto - NoLo;765;447;315;3
2019/2020;21;Buenos Aires - Porta Venezia - Porta Monforte;1170;1031;137;2
2019/2020;22;Citta' studi;809;726;81;2
2019/2020;23;Lambrate - Ortica;501;439;60;2
2019/2020;24;Parco Forlanini - Cavriano;;;;
2019/2020;25;Corsica;448;368;80;
2019/2020;26;XXII Marzo;709;638;68;3
2019/2020;27;Pta Romana;91;89;2;
2019/2020;28;Umbria - Molise - Calvairate;382;297;83;2
2019/2020;29;Ortomercato;149;63;82;4
2019/2020;3;Giardini P.ta Venezia;141;125;16;
2019/2020;30;Taliedo - Morsenchio - Q.re Forlanini;463;338;124;1
2019/2020;31;Monlue' - Ponte Lambro;93;52;41;
2019/2020;32;Triulzo Superiore;;;;
2019/2020;33;Rogoredo - Santa Giulia;224;169;54;1
2019/2020;34;Chiaravalle;11;5;6;
2019/2020;35;Lodi - Corvetto;1000;626;362;12
2019/2020;36;Scalo Romana;;;;
2019/2020;37;Morivione;138;109;29;
2019/2020;38;Vigentino - Q.re Fatima;423;344;77;2
2019/2020;39;Quintosole;;;;
2019/2020;4;Guastalla;460;438;22;
2019/2020;40;Ronchetto delle Rane;;;;
2019/2020;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;267;168;95;4
2019/2020;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;637;462;169;6
2019/2020;43;Tibaldi;207;203;4;
2019/2020;44;Porta Ticinese - Conchetta;315;278;36;1
2019/2020;45;Moncucco - San Cristoforo;346;293;51;2
2019/2020;46;Barona;229;141;88;
2019/2020;47;Cantalupa;;;;
2019/2020;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;365;283;79;3
2019/2020;49;Giambellino;249;120;128;1
2019/2020;5;Porta Vigentina - Porta Lodovica;473;444;28;1
2019/2020;50;Porta Genova;422;383;35;4
2019/2020;51;Porta Magenta;376;346;30;
2019/2020;52;Bande Nere;1274;948;317;9
2019/2020;53;Lorenteggio;539;379;158;2
2019/2020;54;Muggiano;22;20;2;
2019/2020;55;Baggio - Q.re degli Olmi - Q.re Valsesia;649;404;238;7
2019/2020;56;Forze Armate;621;456;162;3
2019/2020;57;San Siro;247;175;70;2
2019/2020;58;De Angeli - Monte Rosa;288;267;21;
2019/2020;59;Tre Torri;;;;
2019/2020;6;Porta Ticinese - Conca del Naviglio;668;579;88;1
2019/2020;60;Stadio - Ippodromi;739;433;303;3
2019/2020;61;Quarto Cagnino;225;177;48;
2019/2020;62;Quinto Romano;66;49;17;
2019/2020;63;Figino;68;41;27;
2019/2020;64;Trenno;75;70;5;
2019/2020;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;536;424;109;3
2019/2020;66;QT 8;199;158;40;1
2019/2020;67;Portello;390;348;41;1
2019/2020;68;Pagano;452;428;23;1
2019/2020;69;Sarpi;734;608;124;2
2019/2020;7;Magenta - S.Vittore;594;549;45;
2019/2020;70;Ghisolfa;;;;
2019/2020;71;Villapizzone - Cagnola - Boldinasco;1083;625;452;6
2019/2020;72;Maggiore - Musocco - Certosa;180;119;59;2
2019/2020;73;Cascina Merlata;;;;
2019/2020;74;Roserio;;;;
2019/2020;75;Stephenson;;;;
2019/2020;76;Quarto Oggiaro - Vialba - Musocco;545;344;200;1
2019/2020;77;Bovisa;317;179;138;
2019/2020;78;Farini;;;;
2019/2020;79;Dergano;432;290;138;4
2019/2020;8;Parco Sempione;;;;
2019/2020;80;Affori;537;329;205;3
2019/2020;81;Bovisasca;245;124;121;
2019/2020;82;Comasina;229;124;102;3
2019/2020;83;Bruzzano;293;206;85;2
2019/2020;84;Parco Nord;61;50;10;1
2019/2020;85;Parco delle Abbazie;;;;
2019/2020;86;Parco dei Navigli;;;;
2019/2020;87;Assiano;;;;
2019/2020;88;Parco Bosco in citta';;;;
2019/2020;9;Porta Garibaldi - Porta Nuova;74;68;5;1
2020/2021;1;Duomo;245;209;35;1
2020/2021;2;Brera;518;477;39;2
2020/2021;3;Giardini P.ta Venezia;132;121;11;
2020/2021;4;Guastalla;361;348;12;1
2020/2021;5;Porta Vigentina - Porta Lodovica;442;414;27;1
2020/2021;6;Porta Ticinese - Conca del Naviglio;620;530;90;
2020/2021;7;Magenta - S.Vittore;557;527;30;
2020/2021;8;Parco Sempione;;;;
2020/2021;9;Porta Garibaldi - Porta Nuova;66;63;2;1
2020/2021;10;Stazione Centrale - Ponte Seveso;412;360;50;2
2020/2021;11;Isola;366;332;32;2
2020/2021;12;Maciachini - Maggiolina;589;474;113;2
2020/2021;13;Greco - Segnano;249;185;63;1
2020/2021;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1023;812;204;7
2020/2021;15;Bicocca;;;;
2020/2021;16;Gorla - Precotto;766;538;223;5
2020/2021;17;Adriano;311;223;86;2
2020/2021;18;Cimiano - Rottole - Q.re Feltre;597;431;163;3
2020/2021;19;Padova - Turro - Crescenzago;523;313;207;3
2020/2021;20;Loreto - Casoretto - NoLo;673;400;271;2
2020/2021;21;Buenos Aires - Porta Venezia - Porta Monforte;1109;997;110;2
2020/2021;22;Citta' studi;753;684;69;
2020/2021;23;Lambrate - Ortica;475;411;63;1
2020/2021;24;Parco Forlanini - Cavriano;;;;
2020/2021;25;Corsica;480;416;64;
2020/2021;26;XXII Marzo;606;559;46;1
2020/2021;27;Pta Romana;80;78;2;
2020/2021;28;Umbria - Molise - Calvairate;340;267;72;1
2020/2021;29;Ortomercato;125;54;68;3
2021/2022;1;Duomo;281;245;35;1
2021/2022;2;Brera;503;468;34;1
2021/2022;3;Giardini P.ta Venezia;119;109;9;1
2021/2022;4;Guastalla;363;346;16;1
2021/2022;5;Porta Vigentina - Porta Lodovica;417;392;24;1
2021/2022;6;Porta Ticinese - Conca del Naviglio;525;449;76;
2021/2022;7;Magenta - S.Vittore;494;463;31;
2021/2022;8;Parco Sempione;;;;
2021/2022;9;Porta Garibaldi - Porta Nuova;58;50;8;
2021/2022;10;Stazione Centrale - Ponte Seveso;452;402;49;1
2021/2022;11;Isola;367;327;39;1
2021/2022;12;Maciachini - Maggiolina;572;459;111;2
2021/2022;13;Greco - Segnano;227;163;62;2
2021/2022;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1029;798;228;3
2021/2022;15;Bicocca;;;;
2021/2022;16;Gorla - Precotto;766;533;230;3
2021/2022;17;Adriano;320;237;83;
2020/2021;30;Taliedo - Morsenchio - Q.re Forlanini;429;312;115;2
2020/2021;31;Monlue' - Ponte Lambro;92;47;45;
2020/2021;32;Triulzo Superiore;;;;
2020/2021;33;Rogoredo - Santa Giulia;212;162;49;1
2020/2021;34;Chiaravalle;;;;
2020/2021;35;Lodi - Corvetto;901;572;321;8
2020/2021;36;Scalo Romana;65;57;8;
2020/2021;37;Morivione;63;44;19;
2020/2021;38;Vigentino - Q.re Fatima;397;320;75;2
2020/2021;39;Quintosole;;;;
2020/2021;40;Ronchetto delle Rane;;;;
2020/2021;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;259;156;102;1
2020/2021;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;580;433;143;4
2020/2021;43;Tibaldi;206;202;3;1
2020/2021;44;Porta Ticinese - Conchetta;270;242;27;1
2020/2021;45;Moncucco - San Cristoforo;327;277;48;2
2020/2021;46;Barona;214;119;95;
2020/2021;47;Cantalupa;;;;
2020/2021;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;339;259;78;2
2020/2021;49;Giambellino;240;120;119;1
2020/2021;50;Porta Genova;398;365;31;2
2020/2021;51;Porta Magenta;383;364;19;
2020/2021;52;Bande Nere;1110;836;263;11
2020/2021;53;Lorenteggio;548;412;134;2
2020/2021;54;Muggiano;18;17;1;
2020/2021;55;Baggio - Q.re degli Olmi - Q.re Valsesia;596;360;230;6
2020/2021;56;Forze Armate;552;423;128;1
2020/2021;57;San Siro;246;177;69;
2020/2021;58;De Angeli - Monte Rosa;278;263;15;
2020/2021;59;Tre Torri;;;;
2020/2021;60;Stadio - Ippodromi;710;390;318;2
2020/2021;61;Quarto Cagnino;206;162;44;
2020/2021;62;Quinto Romano;56;40;15;1
2020/2021;63;Figino;75;50;25;
2020/2021;64;Trenno;73;70;3;
2020/2021;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;495;404;90;1
2020/2021;66;QT 8;196;164;31;1
2020/2021;67;Portello;366;327;38;1
2020/2021;68;Pagano;415;398;16;1
2020/2021;69;Sarpi;648;573;75;
2020/2021;70;Ghisolfa;;;;
2020/2021;71;Villapizzone - Cagnola - Boldinasco;932;575;350;7
2020/2021;72;Maggiore - Musocco - Certosa;189;125;63;1
2020/2021;73;Cascina Merlata;;;;
2020/2021;74;Roserio;;;;
2020/2021;75;Stephenson;;;;
2020/2021;76;Quarto Oggiaro - Vialba - Musocco;486;304;182;
2020/2021;77;Bovisa;310;210;100;
2020/2021;78;Farini;;;;
2020/2021;79;Dergano;391;284;104;3
2020/2021;80;Affori;479;292;185;2
2020/2021;81;Bovisasca;200;114;86;
2020/2021;82;Comasina;191;112;75;4
2020/2021;83;Bruzzano;290;209;79;2
2020/2021;84;Parco Nord;47;44;2;1
2020/2021;85;Parco delle Abbazie;;;;
2020/2021;86;Parco dei Navigli;;;;
2020/2021;87;Assiano;;;;
2020/2021;88;Parco Bosco in citta';;;;
2021/2022;18;Cimiano - Rottole - Q.re Feltre;586;412;170;4
2021/2022;19;Padova - Turro - Crescenzago;545;337;204;4
2021/2022;20;Loreto - Casoretto - NoLo;772;463;307;2
2021/2022;21;Buenos Aires - Porta Venezia - Porta Monforte;1086;978;105;3
2021/2022;22;Citta' studi;764;706;58;
2021/2022;23;Lambrate - Ortica;462;389;70;3
2021/2022;24;Parco Forlanini - Cavriano;;;;
2021/2022;25;Corsica;468;410;58;
2021/2022;26;XXII Marzo;615;558;55;2
2021/2022;27;Pta Romana;105;104;1;
2021/2022;28;Umbria - Molise - Calvairate;344;280;64;
2021/2022;29;Ortomercato;139;52;83;4
2021/2022;30;Taliedo - Morsenchio - Q.re Forlanini;473;343;128;2
2021/2022;31;Monlue' - Ponte Lambro;93;55;37;1
2021/2022;32;Triulzo Superiore;;;;
2021/2022;33;Rogoredo - Santa Giulia;211;163;48;
2021/2022;34;Chiaravalle;;;;
2021/2022;35;Lodi - Corvetto;937;594;331;12
2021/2022;36;Scalo Romana;99;84;14;1
2021/2022;37;Morivione;58;46;12;
2021/2022;38;Vigentino - Q.re Fatima;397;317;78;2
2021/2022;39;Quintosole;;;;
2021/2022;40;Ronchetto delle Rane;;;;
2021/2022;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;242;161;78;3
2021/2022;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;584;434;146;4
2021/2022;43;Tibaldi;205;203;1;1
2021/2022;44;Porta Ticinese - Conchetta;288;259;29;
2021/2022;45;Moncucco - San Cristoforo;335;296;37;2
2021/2022;46;Barona;172;89;81;2
2021/2022;47;Cantalupa;;;;
2021/2022;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;347;262;84;1
2021/2022;49;Giambellino;233;114;117;2
2021/2022;50;Porta Genova;394;365;27;2
2021/2022;51;Porta Magenta;364;349;15;
2021/2022;52;Bande Nere;1135;859;268;8
2021/2022;53;Lorenteggio;525;415;107;3
2021/2022;54;Muggiano;19;16;2;1
2021/2022;55;Baggio - Q.re degli Olmi - Q.re Valsesia;583;358;219;6
2021/2022;56;Forze Armate;656;483;169;4
2021/2022;57;San Siro;253;176;77;
2021/2022;58;De Angeli - Monte Rosa;279;263;16;
2021/2022;59;Tre Torri;;;;
2021/2022;60;Stadio - Ippodromi;794;416;373;5
2021/2022;61;Quarto Cagnino;123;111;12;
2021/2022;62;Quinto Romano;57;39;18;
2021/2022;63;Figino;61;41;20;
2021/2022;64;Trenno;72;70;2;
2021/2022;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;508;431;77;
2021/2022;66;QT 8;197;156;41;
2021/2022;67;Portello;382;341;40;1
2021/2022;68;Pagano;431;415;15;1
2021/2022;69;Sarpi;615;525;90;
2021/2022;70;Ghisolfa;;;;
2021/2022;71;Villapizzone - Cagnola - Boldinasco;971;612;350;9
2021/2022;72;Maggiore - Musocco - Certosa;204;136;66;2
2021/2022;73;Cascina Merlata;;;;
2021/2022;74;Roserio;;;;
2021/2022;75;Stephenson;;;;
2021/2022;76;Quarto Oggiaro - Vialba - Musocco;512;288;223;1
2021/2022;77;Bovisa;331;216;115;
2021/2022;78;Farini;;;;
2021/2022;79;Dergano;400;282;114;4
2021/2022;80;Affori;479;306;169;4
2021/2022;81;Bovisasca;203;112;90;1
2021/2022;82;Comasina;211;116;95;
2021/2022;83;Bruzzano;288;210;75;3
2021/2022;84;Parco Nord;51;49;2;
2021/2022;85;Parco delle Abbazie;;;;
2021/2022;86;Parco dei Navigli;;;;
2021/2022;87;Assiano;;;;
2021/2022;88;Parco Bosco in citta';;;;
2022/2023;1;Duomo;261;236;24;1
2022/2023;2;Brera;480;428;51;1
2022/2023;3;Giardini P.ta Venezia;128;118;9;1
2022/2023;4;Guastalla;353;334;18;1
2022/2023;5;Porta Vigentina - Porta Lodovica;375;350;23;2
2022/2023;6;Porta Ticinese - Conca del Naviglio;513;446;67;
2022/2023;7;Magenta - S.Vittore;482;448;34;
2022/2023;8;Parco Sempione;;;;
2022/2023;9;Porta Garibaldi - Porta Nuova;54;48;6;
2022/2023;10;Stazione Centrale - Ponte Seveso;297;257;35;5
2022/2023;11;Isola;378;342;34;2
2022/2023;12;Maciachini - Maggiolina;556;453;102;1
2022/2023;13;Greco - Segnano;214;149;61;4
2022/2023;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1038;821;215;2
2022/2023;15;Bicocca;;;;
2022/2023;16;Gorla - Precotto;725;502;219;4
2022/2023;17;Adriano;318;252;64;2
2022/2023;18;Cimiano - Rottole - Q.re Feltre;559;391;165;3
2022/2023;19;Padova - Turro - Crescenzago;508;297;206;5
2022/2023;20;Loreto - Casoretto - NoLo;670;413;254;3
2022/2023;21;Buenos Aires - Porta Venezia - Porta Monforte;1112;1006;105;1
2022/2023;22;Citta' studi;935;820;113;2
2022/2023;23;Lambrate - Ortica;466;402;62;2
2022/2023;24;Parco Forlanini - Cavriano;;;;
2022/2023;25;Corsica;399;345;53;1
2022/2023;26;XXII Marzo;627;576;48;3
2022/2023;27;Pta Romana;263;235;28;
2022/2023;28;Umbria - Molise - Calvairate;174;137;37;
2022/2023;29;Ortomercato;126;53;69;4
2022/2023;30;Taliedo - Morsenchio - Q.re Forlanini;465;346;115;4
2022/2023;31;Monlue' - Ponte Lambro;92;46;46;
2022/2023;32;Triulzo Superiore;;;;
2022/2023;33;Rogoredo - Santa Giulia;219;155;63;1
2022/2023;34;Chiaravalle;;;;
2022/2023;35;Lodi - Corvetto;901;589;305;7
2022/2023;36;Scalo Romana;180;167;12;1
2022/2023;37;Morivione;81;65;16;
2022/2023;38;Vigentino - Q.re Fatima;398;311;85;2
2022/2023;39;Quintosole;;;;
2022/2023;40;Ronchetto delle Rane;;;;
2022/2023;41;Gratosoglio - Q.re Missaglia - Q.re Terrazze;249;164;82;3
2022/2023;42;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;525;378;142;5
2022/2023;43;Tibaldi;251;240;10;1
2022/2023;44;Porta Ticinese - Conchetta;269;232;36;1
2022/2023;45;Moncucco - San Cristoforo;319;285;33;1
2022/2023;46;Barona;230;130;98;2
2022/2023;47;Cantalupa;;;;
2022/2023;48;Ronchetto sul Naviglio - Q.re Lodovico il Moro;344;283;61;
2022/2023;49;Giambellino;398;221;177;
2022/2023;50;Porta Genova;380;353;27;
2022/2023;51;Porta Magenta;318;306;12;
2022/2023;52;Bande Nere;923;685;234;4
2022/2023;53;Lorenteggio;498;383;114;1
2022/2023;54;Muggiano;21;18;2;1
2022/2023;55;Baggio - Q.re degli Olmi - Q.re Valsesia;562;358;193;11
2022/2023;56;Forze Armate;639;447;185;7
2022/2023;57;San Siro;254;175;79;
2022/2023;58;De Angeli - Monte Rosa;262;249;13;
2022/2023;59;Tre Torri;;;;
2022/2023;60;Stadio - Ippodromi;783;440;338;5
2022/2023;61;Quarto Cagnino;197;161;35;1
2022/2023;62;Quinto Romano;55;32;23;
2022/2023;63;Figino;55;35;20;
2022/2023;64;Trenno;131;124;7;
2022/2023;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;515;419;95;1
2022/2023;66;QT 8;203;169;33;1
2022/2023;67;Portello;359;317;42;
2022/2023;68;Pagano;416;394;21;1
2022/2023;69;Sarpi;575;484;88;3
2022/2023;70;Ghisolfa;43;39;4;
2022/2023;71;Villapizzone - Cagnola - Boldinasco;906;568;333;5
2022/2023;72;Maggiore - Musocco - Certosa;221;142;78;1
2022/2023;73;Cascina Merlata;;;;
2022/2023;74;Roserio;;;;
2022/2023;75;Stephenson;;;;
2022/2023;76;Quarto Oggiaro - Vialba - Musocco;511;291;216;4
2022/2023;77;Bovisa;339;239;99;1
2022/2023;78;Farini;;;;
2022/2023;79;Dergano;397;266;129;2
2022/2023;80;Affori;495;322;170;3
2022/2023;81;Bovisasca;223;121;100;2
2022/2023;82;Comasina;207;117;89;1
2022/2023;83;Bruzzano;277;192;82;3
2022/2023;84;Parco Nord;46;44;2;
2022/2023;85;Parco delle Abbazie;;;;
2022/2023;86;Parco dei Navigli;;;;
2022/2023;87;Assiano;;;;
2022/2023;88;Parco Bosco in citta';;;;
2023/2024;1;Duomo;201;184;17;
2023/2024;2;Brera;472;419;51;2
2023/2024;3;Giardini P.ta Venezia;139;126;12;1
2023/2024;4;Guastalla;348;327;21;
2023/2024;5;Porta Vigentina - Porta Lodovica;383;352;29;2
2023/2024;6;Porta Ticinese - Conca del Naviglio;502;447;54;1
2023/2024;7;Magenta - S.Vittore;483;437;45;1
2023/2024;8;Parco Sempione;;;;
2023/2024;9;Porta Garibaldi - Porta Nuova;57;47;10;
2023/2024;10;Stazione Centrale - Ponte Seveso;273;232;40;1
2023/2024;11;Isola;359;336;23;
2023/2024;12;Maciachini - Maggiolina;588;467;118;3
2023/2024;13;Greco - Segnano;202;155;41;6
2023/2024;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1028;819;206;3
2023/2024;15;Bicocca;;;;
2023/2024;16;Gorla - Precotto;702;480;214;8
2023/2024;17;Adriano;329;256;72;1
2023/2024;18;Cimiano - Rottole - Q.re Feltre;565;398;166;1
2023/2024;19;Padova - Turro - Crescenzago;462;282;177;3
2023/2024;20;Loreto - Casoretto - NoLo;630;410;217;3
2023/2024;21;Buenos Aires - Porta Venezia - Porta Monforte;1129;1024;105;
2023/2024;22;Citta' studi;920;789;127;4
2023/2024;23;Lambrate - Ortica;450;396;53;1
2023/2024;24;Parco Forlanini - Cavriano;;;;
2023/2024;25;Corsica;410;358;52;
2023/2024;26;XXII Marzo;611;548;61;2
2023/2024;27;Pta Romana;347;312;34;1
2023/2024;28;Umbria - Molise - Calvairate;187;135;52;
2023/2024;29;Ortomercato;115;50;63;2
2023/2024;30;Taliedo - Morsenchio - Q.re Forlanini;462;328;131;3
2023/2024;31;Monlue' - Ponte Lambro;97;47;50;
